popularity,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence
70,0.0722,0.7,302000,0.742,0.0199,0.11,-6.777,0.0716,91.959,0.197
69,0.00022,0.524,184867,0.939,0,0.623,-3.994,0.113,150.184,0.661
63,0.00204,0.487,248373,0.9,6.42E-06,0.11,-4.54,0.0529,149.959,0.377
62,0.22,0.941,60000,0.656,1.06E-05,0.121,-8.178,0.154,109.908,0.382
63,0.0607,0.547,246240,0.294,0.786,0.0933,-10.202,0.0482,105.027,0.11
70,0.00244,0.666,282907,0.936,0.086,0.153,-9.919,0.0476,91.577,0.776
63,0.257,0.388,127318,0.52,0.185,0.113,-8.354,0.0593,84.851,0.196
66,6.20E-05,0.374,260027,0.927,0.000177,0.0575,-4.212,0.0652,154.047,0.301
67,0.00561,0.773,211960,0.564,1.99E-05,0.213,-7.241,0.249,155.976,0.0588
61,0.00768,0.274,288036,0.652,6.42E-05,0.108,-6.196,0.0625,173.009,0.1
65,0.274,0.605,185617,0.553,0.0152,0.184,-10.845,0.101,152.076,0.62
65,0.536,0.777,201733,0.662,4.61E-06,0.593,-8.393,0.27,111.13,0.634
71,0.323,0.36,342653,0.684,0,0.34,-6.457,0.0308,77.15,0.2
61,0.924,0.391,205490,0.322,1.29E-06,0.0934,-9.809,0.0628,83.947,0.45
64,0.0116,0.72,146914,0.647,0.000206,0.571,-5.411,0.0642,157.877,0.809
68,0.00252,0.576,283400,0.989,0.0032,0.0243,-1.909,0.112,135.093,0.352
64,0.000332,0.576,323800,0.906,0.0614,0.0908,-7.677,0.0571,127.935,0.211
61,0.000281,0.468,252360,0.851,0.00483,0.0644,-3.617,0.0398,92.079,0.293
62,0.304,0.623,157303,0.615,0.00874,0.25,-10.064,0.146,169.137,0.672
61,0.096,0.643,248880,0.945,7.71E-06,0.495,-4.66,0.0779,120.723,0.526
60,0.874,0.484,270547,0.309,1.29E-06,0.101,-10.238,0.213,99.424,0.13
65,0.00425,0.538,183440,0.52,0,0.367,-7.46,0.0299,106.031,0.678
61,0.0424,0.774,163196,0.659,0.000501,0.302,-6.909,0.206,99.018,0.467
64,0.597,0.543,261103,0.298,1.49E-06,0.0804,-9.167,0.0683,125.523,0.254
67,0.402,0.514,166998,0.506,2.56E-05,0.191,-7.095,0.28,88.044,0.312
64,0.308,0.7,266934,0.399,0.0128,0.119,-6.558,0.0461,79.551,0.348
61,0.0172,0.701,279027,0.815,0.000627,0.0969,-5.995,0.038,138.142,0.67
68,8.74E-05,0.438,261000,0.94,0.0777,0.3,-3.249,0.0452,100.99,0.421
61,0.347,0.411,253781,0.377,0.765,0.222,-9.553,0.0296,139.881,0.0321
70,0.406,0.485,260947,0.738,8.77E-05,0.514,-8.884,0.101,114.713,0.484
63,0.0284,0.907,234093,0.596,0.000193,0.19,-4.957,0.236,123.045,0.492
63,0.771,0.704,133560,0.478,0.000516,0.0875,-6.562,0.047,128.789,0.42
63,0.00025,0.442,167773,0.872,1.74E-05,0.0602,-5.072,0.123,159.867,0.568
66,0.000247,0.617,212347,0.922,0.388,0.363,-3.474,0.0744,132.059,0.6
60,2.57E-05,0.143,256333,0.919,0.00427,0.134,-4.438,0.11,172.668,0.201
64,0.000526,0.483,232067,0.941,3.50E-06,0.31,-3.598,0.0575,156.033,0.503
61,0.975,0.377,334570,0.255,0.000208,0.102,-11.165,0.0387,125.004,0.37
68,0.000563,0.486,219754,0.666,0.789,0.101,-5.084,0.033,157.992,0.741
60,0.464,0.784,195356,0.435,5.27E-06,0.0913,-9.197,0.0647,90.033,0.865
68,0.0509,0.656,225956,0.521,4.85E-06,0.0791,-5.274,0.0302,91.031,0.476
64,0.37,0.384,259200,0.562,0.267,0.0775,-10.059,0.0296,136.094,0.159
60,0.000431,0.568,231400,0.94,4.96E-05,0.0779,-5.401,0.0411,97.096,0.738
67,0.132,0.859,194230,0.413,0,0.334,-7.399,0.182,115.035,0.697
63,0.765,0.287,164430,0.234,0.0636,0.123,-17.86,0.0672,74.454,0.121
65,0.681,0.673,277521,0.463,4.90E-06,0.0907,-7.247,0.191,147.981,0.268
67,0.0725,0.805,168933,0.496,0.016,0.103,-7.294,0.103,159.917,0.299
66,0.219,0.701,144333,0.261,0,0.0821,-19.846,0.0938,97.042,0.89
69,0.0143,0.585,230253,0.972,0,0.0707,-4.45,0.0534,110.006,0.585
62,0.000631,0.246,212733,0.768,0.301,0.102,-7.48,0.0387,169.873,0.35
69,0.0933,0.634,235813,0.711,0.0309,0.0823,-6.187,0.0457,124.962,0.451
69,0.000155,0.43,315120,0.704,0.00221,0.0933,-8.008,0.0804,118.242,0.703
64,0.00327,0.562,253413,0.593,0.00139,0.0967,-9.362,0.0263,80.289,0.574
66,0.0673,0.694,200801,0.665,0.000187,0.117,-7.626,0.266,115.068,0.378
68,0.329,0.418,235842,0.583,0.769,0.238,-7.296,0.0257,79.594,0.327
60,0.31,0.725,114313,0.504,0,0.116,-3.544,0.0471,140.023,0.0723
66,0.0129,0.599,206200,0.957,7.06E-05,0.155,-5.764,0.188,103.68,0.489
65,0.0691,0.464,270000,0.701,0.00182,0.0766,-5.943,0.0341,73.97,0.407
61,4.58E-05,0.496,255080,0.878,9.40E-05,0.268,-4.822,0.0549,79.029,0.548
63,0.0146,0.417,171693,0.849,0.000387,0.0673,-4.199,0.0481,94.267,0.594
65,0.00892,0.464,251187,0.701,0.309,0.335,-5.693,0.0411,83.996,0.356
63,0.127,0.745,177697,0.672,0,0.103,-5.738,0.0346,108.031,0.641
64,0.694,0.595,232240,0.419,0,0.12,-8.122,0.276,120.14,0.33
62,0.296,0.595,283347,0.667,0,0.109,-6.442,0.034,121.949,0.272
67,0.0132,0.524,215267,0.578,0.00921,0.108,-4.563,0.12,123.669,0.537
64,0.00804,0.416,202973,0.741,0,0.273,-4.001,0.0335,160.515,0.286
59,0.229,0.9,173693,0.538,0.843,0.287,-7.879,0.0343,95.508,0.713
63,0.00165,0.573,283027,0.75,0.000285,0.131,-5.718,0.0272,101.049,0.544
67,0.0427,0.664,207071,0.664,0.00489,0.104,-6.104,0.0393,176.678,0.19
66,0.0102,0.448,258333,0.61,0.000491,0.135,-2.695,0.0342,123.762,0.214
62,0.0174,0.552,245787,0.935,1.98E-06,0.116,-4.096,0.0623,74.954,0.38
67,0.125,0.59,286440,0.672,1.04E-06,0.147,-11.792,0.412,206.247,0.688
60,0.000426,0.391,229867,0.801,0.000208,0.0662,-5.102,0.0813,146.729,0.341
63,0.454,0.782,127273,0.494,6.31E-05,0.134,-1.458,0.0339,65.832,0.401
60,0.085,0.608,257867,0.897,0,0.108,-2.921,0.291,166.652,0.868
64,0.00378,0.532,236907,0.633,0,0.0804,-5.106,0.0682,164.13,0.448
67,0.00834,0.563,256240,0.86,0.0106,0.39,-7.533,0.0621,97.867,0.517
61,0.00172,0.551,265840,0.939,0.000239,0.109,-5.371,0.171,90.592,0.367
60,2.08E-05,0.485,224906,0.987,0,0.267,-3.1,0.0738,123.576,0.272
60,0.964,0.577,126312,0.387,0.706,0.208,-8.607,0.274,146.565,0.459
61,0.0116,0.488,187347,0.842,0.00127,0.146,-5.926,0.0469,90.003,0.41
67,0.0311,0.654,211960,0.726,6.35E-05,0.0618,-3.803,0.0401,103.987,0.728
66,0.000696,0.518,238173,0.797,0,0.107,-5.153,0.0309,132.915,0.293
60,0.000172,0.555,209703,0.95,2.83E-06,0.14,-3.948,0.0576,96.508,0.385
62,0.0142,0.69,221493,0.897,0,0.108,-4.696,0.0506,140.05,0.849
65,0.00841,0.386,238240,0.677,0.00366,0.341,-5.83,0.0346,126.602,0.195
63,0.012,0.407,243573,0.896,0,0.196,-2.935,0.063,138.697,0.156
59,0.142,0.527,196905,0.418,0.775,0.139,-10.204,0.0277,129.516,0.218
61,0.000698,0.686,205733,0.898,4.61E-05,0.0721,-2.72,0.052,122.985,0.696
65,6.28E-05,0.287,254627,0.67,0.748,0.237,-9.381,0.0368,148.928,0.222
60,0.009,0.469,183507,0.969,1.11E-05,0.346,-2.219,0.0589,164.042,0.476
71,0.0264,0.451,216933,0.97,0.00355,0.102,-4.938,0.107,122.444,0.198
68,0.0417,0.545,282947,0.753,0,0.389,-4.618,0.036,105.754,0.434
62,0.00598,0.552,199413,0.804,0,0.111,-4.299,0.0303,95.98,0.714
63,3.32E-05,0.365,247267,0.894,0.171,0.267,-4.682,0.0572,82.305,0.31
61,0.0339,0.486,241640,0.784,0.00452,0.53,-6.68,0.0852,195.154,0.315
62,0.453,0.89,242196,0.523,1.58E-06,0.0831,-8.526,0.056,111.031,0.345
65,1.83E-05,0.399,231480,0.953,2.53E-05,0.149,-4.276,0.0752,174.216,0.555
63,0.000249,0.269,299533,0.853,0.000246,0.118,-4.647,0.0854,141.581,0.179
64,0.74,0.654,243238,0.325,2.14E-05,0.152,-11.925,0.282,139.886,0.39
60,0.00075,0.374,263080,0.903,5.85E-06,0.244,-4.49,0.0825,109.118,0.429
62,0.353,0.68,218947,0.747,0,0.138,-6.056,0.091,113.933,0.331
71,0.00242,0.317,165907,0.981,0.00677,0.0852,-7.102,0.174,140.079,0.234
68,0.00039,0.309,261813,0.919,0.000225,0.423,-3.131,0.0609,103.891,0.322
56,0.779,0.276,175453,0.358,2.50E-06,0.0728,-7.684,0.0443,81.977,0.13
66,0.000101,0.32,294600,0.88,4.31E-06,0.076,-6.035,0.0504,146.349,0.257
64,0.551,0.72,126947,0.912,0.00122,0.0982,-6.13,0.0363,122.782,0.973
60,0.882,0.423,184600,0.294,5.43E-06,0.0981,-13.673,0.0593,129.146,0.401
63,0.00222,0.443,261533,0.94,0,0.263,-5.107,0.04,95.196,0.521
66,0.032,0.324,178440,0.938,0.0321,0.0961,-7.332,0.102,168.131,0.543
60,0.0688,0.626,238033,0.527,0.000214,0.372,-9.371,0.109,151.657,0.227
64,0.637,0.693,203240,0.369,0.00335,0.0951,-12.683,0.175,140.148,0.141
61,0.849,0.826,239324,0.365,3.80E-06,0.186,-7.024,0.0412,85.244,0.802
69,0.00417,0.356,193653,0.872,0.00975,0.0997,-7.837,0.068,166.3,0.607
58,0.00811,0.543,236973,0.79,0,0.238,-5.932,0.0358,80.923,0.339
61,0.0814,0.728,237240,0.94,0.000162,0.109,-5.034,0.0368,113.76,0.967
64,0.00251,0.443,202213,0.844,0,0.085,-5.414,0.0425,76.001,0.452
64,0.626,0.466,269893,0.496,6.22E-06,0.117,-6.606,0.0302,74.747,0.352
64,0.0886,0.723,252893,0.471,0.000881,0.112,-9.506,0.122,121.962,0.135
65,8.67E-05,0.485,249067,0.911,0,0.092,-5.749,0.0355,89.956,0.568
65,0.081,0.49,217626,0.753,2.74E-06,0.268,-5.41,0.239,156.241,0.325
67,0.00132,0.736,216733,0.811,0.000142,0.107,-4.17,0.081,103.502,0.609
66,0.022,0.734,231493,0.864,9.94E-06,0.246,-6.119,0.303,105.933,0.47
63,0.315,0.429,293398,0.587,0,0.108,-4.588,0.0275,145.003,0.164
62,0.00116,0.359,230427,0.955,0,0.349,-2.323,0.12,170.033,0.446
60,2.38E-05,0.433,209302,0.973,1.79E-06,0.0813,-4.82,0.145,171.955,0.298
60,0.169,0.539,236701,0.577,0,0.14,-7.762,0.386,177.786,0.319
65,0.656,0.885,183760,0.595,4.42E-06,0.105,-5.487,0.286,148.034,0.754
67,0.0484,0.59,169801,0.671,0,0.0604,-6.098,0.0706,149.982,0.438
63,0.0123,0.576,223893,0.782,0.00241,0.467,-6.167,0.0346,87.971,0.367
60,0.0511,0.554,188387,0.923,1.51E-05,0.191,-3.548,0.0376,137.939,0.808
65,0.00744,0.367,214947,0.86,0.000109,0.214,-4.82,0.0535,175.021,0.461
65,0.689,0.584,153750,0.389,0,0.319,-12.315,0.154,79.976,0.288
71,0.0626,0.36,264067,0.505,9.22E-05,0.172,-9.129,0.026,74.807,0.317
62,0.194,0.729,280267,0.458,7.57E-05,0.0961,-8.681,0.124,78.995,0.317
61,1.62E-05,0.32,238653,0.909,0.139,0.0443,-4.612,0.0412,109.649,0.21
68,0.0175,0.458,257760,0.912,0,0.363,-3.666,0.0618,104.526,0.611
64,0.144,0.632,197933,0.807,0.0211,0.125,-5.893,0.126,160.174,0.784
59,0.119,0.509,211293,0.712,0,0.0831,-6.097,0.0331,138.005,0.489
58,0.0216,0.473,198507,0.871,0,0.0525,-4.893,0.0456,146.975,0.47
59,0.704,0.178,110093,0.981,7.45E-05,0.854,-1.743,0.162,88.21,0.369
64,0.205,0.534,238627,0.784,0.00579,0.106,-3.59,0.0339,92.147,0.6
65,0.0338,0.566,264493,0.755,0,0.315,-5.526,0.0368,101.006,0.445
63,0.000868,0.4,228867,0.886,0.000211,0.122,-5.078,0.0521,195.958,0.406
60,0.983,0.513,66786,0.131,0.00414,0.12,-12.787,0.467,105.808,0.814
61,0.0126,0.519,277720,0.808,0,0.105,-4.097,0.0383,107.505,0.251
61,0.271,0.641,124954,0.487,0.00223,0.133,-7.098,0.03,108.933,0.322
61,0.293,0.568,175241,0.587,0.329,0.137,-8.814,0.127,174.682,0.491
66,0.00043,0.62,190173,0.93,0,0.0686,-3.685,0.0374,106.22,0.609
67,0.363,0.622,195467,0.692,0.000158,0.193,-6.97,0.0276,112.053,0.774
65,0.0778,0.822,219667,0.521,0.000102,0.0945,-6.347,0.102,76.013,0.22
68,0.362,0.47,167907,0.796,1.11E-06,0.133,-3.277,0.0336,113.108,0.215
60,0.0194,0.562,183400,0.967,1.10E-06,0.525,-3.467,0.0637,82.388,0.869
63,0.259,0.397,292885,0.507,0.0447,0.142,-9.026,0.0605,74.737,0.363
62,0.0247,0.661,204960,0.978,0,0.0856,-3.064,0.107,98.019,0.592
68,0.0125,0.426,166707,0.894,0.00041,0.187,-6.699,0.174,108.725,0.63
67,0.0217,0.44,196777,0.719,5.09E-06,0.0663,-6.645,0.0445,111.398,0.523
66,0.29,0.504,303587,0.354,4.71E-06,0.157,-11.3,0.0339,140.87,0.292
64,0.0323,0.482,200338,0.453,0.00243,0.149,-8.864,0.059,134.799,0.17
62,0.568,0.741,288532,0.397,0,0.153,-9.34,0.035,85.049,0.418
65,0.0222,0.358,293653,0.893,0.0524,0.126,-7.486,0.12,174.238,0.262
64,0.58,0.621,232133,0.403,0,0.114,-8.211,0.0359,145.525,0.634
66,0.0151,0.606,177768,0.679,0.000433,0.0962,-7.445,0.0321,122.016,0.707
76,0.0441,0.724,256418,0.791,6.55E-06,0.239,-5.411,0.169,176.011,0.856
60,0.582,0.421,187134,0.407,0.775,0.117,-10.732,0.0777,80.748,0.238
61,0.00327,0.521,203080,0.885,0.00904,0.324,-4.934,0.125,115.985,0.344
59,0.00671,0.426,313947,0.94,1.72E-06,0.14,-5.279,0.0423,144.49,0.466
66,0.00014,0.468,270920,0.769,0.00124,0.271,-7.036,0.041,104.102,0.17
63,0.00267,0.567,245573,0.946,0,0.0567,-3.973,0.0935,94.985,0.699
60,0.671,0.494,297493,0.471,4.19E-05,0.0699,-11.238,0.0699,80.367,0.219
62,0.0146,0.511,265053,0.937,0,0.304,-5.116,0.115,163.141,0.484
66,8.74E-05,0.591,222827,0.963,0.000107,0.0781,-6.489,0.0531,125.03,0.609
65,0.000429,0.487,352427,0.949,2.91E-05,0.231,-4.217,0.0798,110.02,0.406
60,0.784,0.636,194360,0.474,0.0613,0.113,-8.096,0.077,167.064,0.571
61,0.000311,0.585,373000,0.718,0.509,0.583,-8.636,0.0416,90.009,0.573
70,0.0718,0.418,257480,0.383,0.0177,0.0896,-11.782,0.0257,87.773,0.352
57,0.184,0.894,217387,0.565,0.00668,0.224,-5.484,0.0788,96.987,0.686
61,0.0134,0.405,592920,0.647,7.62E-05,0.819,-6.109,0.0482,131.952,0.196
64,0.0232,0.267,190987,0.67,0,0.312,-4.688,0.0807,191.883,0.114
61,0.0998,0.678,194840,0.386,0.00124,0.384,-8.285,0.03,95.034,0.238
61,0.432,0.675,199506,0.761,0,0.102,-4.469,0.0466,119.001,0.428
63,0.00228,0.253,199387,0.969,1.88E-05,0.434,-3.46,0.133,150.93,0.437
63,0.272,0.666,209885,0.39,9.39E-06,0.111,-8.575,0.0838,113.866,0.325
63,0.288,0.782,368784,0.622,0.53,0.58,-5.832,0.0411,106.022,0.921
56,0.0137,0.579,256560,0.731,0,0.113,-4.16,0.0452,126.07,0.284
61,0.173,0.894,242000,0.307,0,0.0831,-8.941,0.115,120.001,0.48
63,0.388,0.272,240400,0.281,2.29E-05,0.158,-7.634,0.0287,89.914,0.141
64,0.111,0.564,166693,0.613,3.22E-06,0.0825,-5.055,0.0318,84.951,0.48
71,0.0105,0.474,232800,0.672,0,0.142,-4.678,0.028,83.029,0.0649
60,0.759,0.667,174222,0.473,0.000354,0.117,-12.597,0.0502,134.933,0.69
62,0.0187,0.39,231667,0.629,4.12E-05,0.0658,-4.876,0.0469,141.983,0.162
64,0.000519,0.452,222027,0.873,0,0.0592,-4.867,0.0613,80.473,0.433
65,0.833,0.528,185979,0.523,1.53E-06,0.103,-4.82,0.0523,93.06,0.692
58,0.00183,0.469,247388,0.958,0.00116,0.107,-3.382,0.0865,76.997,0.262
59,0.00133,0.508,229453,0.903,7.88E-06,0.116,-4.91,0.0442,141.987,0.689
61,0.00877,0.518,205173,0.791,0,0.0769,-2.407,0.0316,87.028,0.434
66,0.0132,0.613,265867,0.72,0,0.104,-7.957,0.0425,117.341,0.561
60,0.000224,0.328,282093,0.826,0.000944,0.0818,-5.085,0.0362,106.606,0.341
63,7.19E-05,0.543,201667,0.808,0.00336,0.114,-5.484,0.0407,95.19,0.472
66,0.034,0.51,207142,0.759,0,0.077,-4.854,0.101,91.123,0.237
68,0.909,0.643,250907,0.344,0.0112,0.106,-11.342,0.0349,144.171,0.547
65,0.111,0.554,162600,0.978,0,0.0731,-3.554,0.131,135.095,0.594
60,0.00648,0.442,374973,0.951,1.12E-06,0.0887,-5.27,0.11,154.004,0.158
60,0.0042,0.512,279787,0.814,0,0.0991,-5.467,0.0327,97.997,0.273
61,0.0091,0.668,299640,0.803,0.00182,0.571,-11.282,0.0459,115.386,0.423
61,0.316,0.395,308006,0.33,1.89E-05,0.268,-10.924,0.0408,98.813,0.102
58,0.00548,0.784,118393,0.554,0.254,0.0995,-6.417,0.03,104.01,0.634
60,0.54,0.566,134067,0.448,7.22E-05,0.0956,-8.739,0.0799,110.802,0.199
60,0.00308,0.444,230067,0.913,0,0.38,-3.452,0.0992,163.689,0.569
61,0.354,0.81,204000,0.308,0,0.0899,-8.194,0.0818,120.012,0.56
57,0.000722,0.572,186600,0.961,0.021,0.207,-3.089,0.0625,76.998,0.818
56,0.0335,0.77,249231,0.79,0,0.0937,-5.007,0.0912,104.062,0.261
57,0.204,0.503,281227,0.709,0.00438,0.0675,-5.809,0.0431,143.113,0.12
61,0.000197,0.316,311000,0.842,0.0109,0.119,-6.046,0.042,189.161,0.541
63,0.026,0.383,246933,0.893,0,0.0251,-8.638,0.037,205.544,0.803
58,0.0142,0.666,151654,0.774,1.06E-05,0.0758,-5.715,0.247,103.911,0.437
63,0.0682,0.61,232200,0.637,6.12E-06,0.284,-6.574,0.0238,79.955,0.609
62,0.00975,0.673,197427,0.789,0,0.752,-4.288,0.0408,100.043,0.841
70,0.112,0.722,188667,0.901,0,0.0674,-3.66,0.105,143.401,0.963
56,0.0106,0.505,259428,0.848,0,0.18,-5.173,0.0575,140.055,0.282
68,0.605,0.669,231173,0.389,0.16,0.0905,-11.547,0.0306,130.015,0.649
63,0.0674,0.812,189613,0.606,0.00245,0.173,-6.768,0.0448,132.976,0.0813
61,0.0515,0.514,255467,0.704,0.00219,0.228,-4.724,0.0261,76.975,0.386
67,0.00208,0.382,147840,0.996,0,0.417,-4.119,0.104,93.345,0.327
58,0.072,0.838,224444,0.536,0.000259,0.208,-6.288,0.0435,119.956,0.89
66,0.00772,0.505,224333,0.833,7.90E-05,0.069,-4.632,0.0475,130.121,0.565
63,0.0261,0.47,210133,0.978,1.09E-05,0.356,-5.399,0.0727,117.906,0.503
58,0.00844,0.515,293133,0.594,0.00658,0.0752,-4.708,0.0262,146.564,0.218
63,0.21,0.548,197520,0.64,0.000328,0.08,-6.285,0.0306,108.326,0.392
66,0.012,0.544,276147,0.69,0.0095,0.0615,-5.723,0.0425,123.962,0.219
62,0.00338,0.577,215520,0.827,0.000647,0.26,-7.54,0.0365,101.031,0.179
61,0.0878,0.721,221358,0.645,0.00228,0.073,-5.577,0.158,183.372,0.718
64,1.29E-05,0.402,200147,0.97,2.62E-06,0.189,-4.538,0.0668,75.106,0.476
70,0.0189,0.523,236973,0.442,0.000494,0.0784,-14.121,0.0347,81.083,0.277
58,0.82,0.447,303750,0.341,0.000249,0.127,-9.413,0.0336,109.091,0.174
70,0.00506,0.599,213760,0.932,0,0.269,-3.328,0.18,96.234,0.692
65,0.00269,0.581,235160,0.656,2.78E-06,0.101,-4.891,0.0294,108.033,0.338
63,0.105,0.341,334907,0.662,0,0.113,-5.023,0.0335,174.875,0.2
60,0.0235,0.159,149467,0.946,8.06E-06,0.387,-5.756,0.0629,164.997,0.309
64,3.06E-05,0.313,196589,0.8,0,0.497,-5.011,0.0683,183.047,0.871
60,0.0779,0.822,162591,0.503,0,0.161,-6.889,0.285,71.524,0.408
64,0.000823,0.546,216427,0.971,2.11E-05,0.275,-2.661,0.0965,100.078,0.383
64,0.00499,0.368,314663,0.511,0.000728,0.117,-5.477,0.0329,149.243,0.0504
62,0.00796,0.463,179653,0.749,0.00219,0.0558,-8.118,0.0891,183.048,0.888
62,0.741,0.486,244910,0.419,6.59E-05,0.096,-6.415,0.0563,119.065,0.227
60,0.000236,0.44,172826,0.916,1.94E-05,0.0897,-4.222,0.266,124.099,0.401
60,0.461,0.878,286517,0.407,0,0.111,-10.941,0.233,89.011,0.547
62,0.000413,0.502,219987,0.94,0.542,0.553,-5.178,0.084,119.762,0.144
64,0.000616,0.455,207467,0.858,0.000247,0.226,-5.659,0.0391,163.118,0.597
64,0.0428,0.478,146597,0.666,0.725,0.336,-7.766,0.0566,149.974,0.718
58,0.00483,0.662,334387,0.485,0.000295,0.086,-9.161,0.0304,107.767,0.171
62,0.0599,0.572,231987,0.832,0,0.107,-6.182,0.054,86.015,0.567
65,0.129,0.673,207400,0.72,0.0133,0.0813,-10.411,0.0376,133.62,0.6
60,0.00295,0.678,225573,0.866,0,0.16,-4.341,0.048,88.041,0.842
57,0.000193,0.447,228280,0.935,0.00728,0.0865,-4.23,0.0906,140.03,0.289
67,0.00437,0.415,243533,0.908,0.0345,0.082,-9.701,0.0765,114.816,0.437
56,0.0413,0.431,199341,0.962,0.000211,0.124,-7.216,0.182,179.683,0.75
63,0.711,0.689,212992,0.394,0.000905,0.0859,-10.102,0.065,117.489,0.382
58,0.00838,0.58,210653,0.911,0,0.241,-3.467,0.0634,126.046,0.433
62,0.0011,0.488,244400,0.909,1.02E-05,0.456,-6.591,0.0929,129.774,0.643
63,0.0824,0.447,233173,0.621,0.000239,0.0885,-12.109,0.034,113.169,0.364
66,0.624,0.538,308307,0.587,0.000104,0.308,-8.458,0.0747,108.634,0.388
61,0.00159,0.507,188093,0.966,0,0.336,-2.635,0.046,136.035,0.502
58,0.000387,0.576,238400,0.738,0.00131,0.13,-8.122,0.0353,168.132,0.675
57,0.025,0.369,246267,0.613,4.96E-06,0.101,-10.847,0.0335,137.793,0.338
59,0.000372,0.615,185093,0.657,0.0204,0.132,-6.873,0.029,109.95,0.792
65,7.61E-05,0.197,244773,0.956,0.00992,0.261,-2.908,0.0663,177.018,0.209
59,0.00252,0.406,231133,0.811,0.00377,0.375,-7.32,0.0442,90.118,0.113
68,0.173,0.848,251573,0.666,0.000699,0.129,-6.547,0.274,96.662,0.744
61,0.000658,0.292,266280,0.714,0.000109,0.102,-4.919,0.0316,151.412,0.462
62,0.0106,0.445,225280,0.953,0,0.281,-2.463,0.0704,172.063,0.475
64,0.00167,0.451,153800,0.889,0.00215,0.258,-2.693,0.261,131.073,0.586
57,6.54E-05,0.46,326667,0.81,0.000189,0.123,-5.008,0.0557,139.671,0.38
58,0.178,0.692,173167,0.478,0.012,0.105,-11.444,0.0502,150.831,0.592
61,0.0254,0.604,245533,0.883,0,0.0813,-3.821,0.047,90.001,0.544
59,0.0468,0.519,215173,0.825,0,0.0604,-3.087,0.145,154.777,0.581
61,0.00289,0.49,298520,0.805,3.19E-06,0.141,-4.578,0.0424,109.951,0.166
58,0.05,0.58,297147,0.627,1.68E-06,0.297,-8.017,0.0316,82.151,0.825
63,0.0227,0.827,236120,0.553,1.52E-05,0.176,-5.296,0.032,110.015,0.0631
62,0.139,0.608,182680,0.699,0,0.242,-8.267,0.114,146.941,0.784
61,0.0028,0.778,204133,0.899,0.0345,0.0263,-6.552,0.0451,119.995,0.881
63,0.337,0.569,183265,0.378,8.69E-05,0.128,-12.359,0.413,80.428,0.0617
65,1.88E-05,0.501,225307,0.905,0.765,0.383,-5.721,0.0518,123.277,0.584
66,0.000799,0.358,244573,0.549,0.00503,0.22,-7.843,0.0693,130.733,0.533
65,0.00746,0.615,234333,0.702,0.00431,0.0608,-9.686,0.0278,96.99,0.734
64,0.00499,0.697,208653,0.661,2.77E-06,0.0773,-5.535,0.0453,112.016,0.546
59,0.19,0.736,215385,0.643,0,0.106,-8.636,0.0461,156.002,0.599
59,0.0122,0.363,231200,0.906,0,0.172,-4.415,0.0615,181.964,0.371
57,0.0257,0.828,205867,0.564,0,0.0966,-7.084,0.254,120.967,0.467
60,0.75,0.67,141587,0.419,0.135,0.0976,-10.523,0.0751,77.919,0.513
63,0.204,0.835,218200,0.527,0.000423,0.283,-7.272,0.128,106.003,0.611
65,9.45E-05,0.595,222667,0.636,0.0529,0.196,-5.981,0.0312,112.008,0.147
63,0.00216,0.353,205280,0.686,0,0.123,-5.704,0.0534,94.47,0.177
60,0.00236,0.537,221827,0.847,1.16E-06,0.0844,-5.208,0.0383,106.055,0.459
62,0.517,0.457,205667,0.451,0,0.0928,-6.997,0.029,74.923,0.185
56,0.122,0.903,217587,0.532,0.0345,0.176,-7.188,0.0593,96.991,0.701
61,0.0717,0.816,150133,0.433,1.42E-05,0.12,-6.372,0.177,129.852,0.713
63,0.000572,0.492,198360,0.932,4.75E-06,0.123,-4.689,0.052,92.497,0.33
56,0.00283,0.523,278298,0.896,0.0315,0.183,-3.221,0.138,188.137,0.639
62,0.135,0.756,246893,0.415,0,0.144,-14.429,0.0555,96.99,0.68
62,0.0387,0.426,286987,0.65,3.76E-06,0.126,-7.747,0.0332,82.184,0.493
56,0.879,0.484,227133,0.244,1.95E-06,0.104,-12.716,0.0543,126.098,0.349
60,0.000248,0.376,200907,0.967,2.64E-06,0.0575,-3.277,0.166,91.582,0.226
62,0.104,0.691,226963,0.75,0,0.123,-3.934,0.347,143.744,0.345
62,3.83E-05,0.478,189120,0.971,2.77E-05,0.295,-2.729,0.0858,90.526,0.284
62,0.00193,0.45,214707,0.883,0,0.293,-4.094,0.0524,93.41,0.328
61,0.00515,0.602,211387,0.856,2.97E-06,0.098,-5.558,0.0458,80.021,0.895
60,0.0832,0.492,232379,0.656,0,0.202,-7.361,0.0365,147.948,0.358
62,0.0892,0.568,174760,0.719,1.84E-06,0.233,-5.406,0.0354,106.036,0.539
55,0.00236,0.479,214107,0.795,0,0.19,-6.408,0.0421,114.675,0.432
62,1.84E-05,0.406,304373,0.758,0.00253,0.308,-4.1,0.0558,111.803,0.532
57,9.72E-05,0.52,246209,0.985,0,0.208,-4.163,0.14,75.014,0.15
60,0.512,0.674,230625,0.616,2.10E-06,0.331,-3.471,0.0272,94.934,0.551
64,0.000108,0.552,229840,0.988,0.309,0.846,-2.555,0.0787,139.941,0.619
62,0.0322,0.663,289533,0.546,0.000572,0.107,-5.234,0.0269,88.171,0.656
