popularity,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence
43,0.347,0.603,217107,0.594,0,0.168,-8.072,0.0345,90.492,0.665
43,0.16,0.637,168000,0.947,3.79E-05,0.178,-5.875,0.0457,144.99,0.805
42,0.15,0.712,247173,0.699,0,0.12,-3.921,0.0314,119.95,0.497
41,0.263,0.565,229093,0.562,0,0.0994,-7.43,0.0339,75.035,0.652
43,0.252,0.865,291867,0.878,0,0.107,-2.637,0.271,140.074,0.766
42,0.393,0.637,183984,0.456,1.21E-05,0.106,-9.02,0.0375,92.016,0.413
52,0.0178,0.326,309227,0.623,0.193,0.198,-6.73,0.0327,122.859,0.303
42,0.516,0.513,185313,0.622,0.000269,0.15,-8.283,0.0316,76.007,0.283
45,0.72,0.648,193400,0.35,0,0.22,-10.68,0.0796,169.865,0.823
42,0.599,0.575,195729,0.484,0,0.0917,-7.55,0.0295,171.994,0.532
43,0.0136,0.732,245267,0.78,0,0.346,-5.557,0.0732,95.005,0.6
48,0.241,0.737,218240,0.638,0,0.093,-5.769,0.0453,124.147,0.526
52,0.00901,0.529,219800,0.714,6.26E-06,0.0772,-6.315,0.031,120.598,0.814
47,0.748,0.799,156874,0.345,2.39E-05,0.169,-11.52,0.0276,90.417,0.776
42,0.0328,0.589,207880,0.953,0.00102,0.062,-3.317,0.0619,119.967,0.772
41,0.239,0.489,256120,0.23,0.107,0.111,-12.733,0.0357,115.242,0.0603
47,0.000113,0.529,176347,0.792,2.16E-05,0.232,-5.482,0.0298,119.262,0.716
42,0.61,0.528,311360,0.456,4.62E-05,0.19,-5.618,0.0241,99.092,0.164
42,0.245,0.469,210147,0.571,1.25E-05,0.0872,-7.723,0.0276,160.01,0.322
42,0.795,0.372,295333,0.179,2.97E-05,0.108,-11.466,0.0348,112.472,0.199
40,0.554,0.534,158560,0.341,0,0.169,-11.791,0.0322,184.57,0.536
43,0.00237,0.606,308245,0.549,0,0.198,-11.261,0.167,176.051,0.524
45,0.19,0.652,187933,0.644,0,0.116,-6.829,0.0311,151.973,0.674
41,0.32,0.586,217147,0.398,0,0.15,-9.204,0.0336,149.878,0.301
42,0.798,0.488,138400,0.328,0,0.156,-8.172,0.033,133.901,0.27
50,0.00483,0.508,242160,0.762,0.000122,0.0403,-5.642,0.0322,124.816,0.881
41,0.233,0.675,153133,0.589,0,0.065,-11.989,0.0347,163.813,0.902
41,0.794,0.597,287213,0.178,0.0152,0.108,-13.968,0.032,123.248,0.0615
44,0.592,0.441,195720,0.407,0,0.366,-4.782,0.027,80.51,0.103
49,0.284,0.435,391333,0.564,4.49E-06,0.542,-6.395,0.0388,117.411,0.17
44,0.129,0.583,254693,0.734,1.72E-05,0.269,-5.002,0.0306,108.993,0.434
54,0.0424,0.538,231640,0.841,0.00178,0.312,-7.547,0.0375,93.077,0.881
46,0.573,0.416,264200,0.508,0.0576,0.835,-10.324,0.0365,81.001,0.255
46,0.814,0.473,255053,0.296,0.00472,0.392,-9.834,0.0394,84.646,0.0917
42,0.312,0.458,249755,0.545,2.76E-06,0.119,-6.248,0.0285,147.939,0.177
42,0.292,0.594,198467,0.718,0,0.0934,-5.755,0.0289,133.993,0.549
41,0.81,0.626,251240,0.341,0,0.158,-9.491,0.0272,97.591,0.412
41,0.0963,0.628,224653,0.887,0,0.355,-4.292,0.0421,110.984,0.674
41,0.698,0.495,255707,0.577,0,0.694,-7.926,0.288,86.805,0.46
44,0.826,0.558,182360,0.16,2.30E-05,0.131,-17.501,0.0384,63.055,0.401
47,0.123,0.581,232627,0.463,0.000591,0.0775,-7.93,0.0243,82.555,0.266
44,0.713,0.582,206307,0.211,0,0.141,-15.67,0.0273,80.601,0.316
41,0.0404,0.567,177347,0.981,5.41E-05,0.202,-3.712,0.0756,146.01,0.804
48,0.00884,0.402,220787,0.763,0,0.372,-5.118,0.038,163.492,0.42
43,0.0392,0.519,192937,0.852,0,0.376,-3.931,0.0464,163.963,0.77
41,0.161,0.72,200893,0.521,0,0.0912,-7.342,0.0399,85.966,0.516
49,0.0285,0.635,188200,0.893,0.000884,0.179,-5.251,0.0308,113.454,0.946
52,0.724,0.646,220867,0.362,0,0.134,-11.954,0.0312,142.46,0.387
42,0.145,0.713,282640,0.521,8.72E-05,0.108,-7.822,0.0629,89.949,0.685
42,0.00764,0.423,221280,0.983,3.44E-06,0.921,-5.796,0.299,199.901,0.395
41,0.0783,0.676,183387,0.713,0,0.277,-8.658,0.0267,122.881,0.879
42,0.432,0.54,218773,0.471,6.02E-06,0.261,-5.888,0.0261,104.869,0.491
55,0.806,0.603,268347,0.265,1.65E-06,0.12,-11.627,0.0372,131.188,0.71
42,0.00106,0.452,200027,0.897,0.000281,0.413,-5.441,0.0369,176.09,0.808
50,0.0695,0.652,241227,0.492,0,0.0748,-12.71,0.0324,128.126,0.837
42,0.273,0.761,197293,0.719,0.00041,0.28,-5.704,0.0244,107.503,0.907
46,0.597,0.714,281400,0.633,1.23E-05,0.0591,-9.912,0.046,111.583,0.672
41,0.753,0.388,226040,0.538,0,0.105,-7.734,0.0458,169.917,0.464
42,0.686,0.475,274613,0.397,2.86E-06,0.0887,-7.685,0.0282,153.89,0.368
43,0.00272,0.643,220907,0.85,0.00768,0.154,-4.838,0.029,121.996,0.332
43,0.396,0.628,262060,0.575,0.000135,0.217,-6.049,0.0274,94.003,0.377
44,0.0327,0.516,351453,0.86,0.000131,0.162,-5.856,0.0319,141.702,0.43
41,0.274,0.327,220093,0.364,0,0.138,-8.844,0.0364,86.423,0.304
42,0.0236,0.648,214573,0.777,2.14E-06,0.44,-5.438,0.0321,106.962,0.358
41,0.404,0.346,258213,0.512,0.163,0.0865,-9.858,0.0383,144.749,0.298
43,0.00252,0.654,260680,0.541,6.39E-05,0.0831,-9.133,0.0317,80.005,0.531
42,0.235,0.512,215467,0.563,0,0.134,-7.132,0.0276,84.858,0.358
41,0.00436,0.67,260133,0.823,0.000192,0.318,-10.592,0.033,117.44,0.787
43,0.0137,0.53,200680,0.565,0,0.274,-8.229,0.255,81.743,0.61
41,0.0653,0.524,199813,0.82,7.28E-06,0.118,-6.712,0.0338,105.821,0.708
45,0.902,0.586,223893,0.185,1.65E-06,0.193,-12.725,0.0294,121.935,0.108
41,0.708,0.646,261333,0.365,0,0.244,-12.537,0.026,89.203,0.453
44,0.807,0.535,203933,0.416,0,0.152,-11.418,0.0513,167.339,0.727
44,0.147,0.574,202691,0.638,0,0.185,-8.894,0.062,159.753,0.695
44,0.123,0.673,211612,0.498,0.0461,0.0543,-9.491,0.0252,88.912,0.869
42,0.0238,0.54,193447,0.924,0,0.301,-6.054,0.0449,153.981,0.604
42,0.0992,0.398,243827,0.837,0,0.114,-5.746,0.0856,182.895,0.722
43,0.182,0.66,180427,0.789,0,0.344,-5.436,0.0344,133.063,0.838
41,0.00929,0.609,184627,0.93,0.00178,0.073,-2.542,0.0322,126.915,0.81
46,0.906,0.716,161840,0.363,1.41E-05,0.135,-10.942,0.0327,96.639,0.648
42,0.0204,0.571,229800,0.519,2.25E-06,0.0875,-7.613,0.0444,82.051,0.609
55,0.0501,0.657,179666,0.571,0,0.32,-6.57,0.0269,120.005,0.467
44,0.00788,0.627,242760,0.841,1.47E-06,0.0552,-5.885,0.0316,105.995,0.73
46,0.817,0.556,110827,0.41,0.0044,0.29,-11.801,0.0523,148.352,0.835
42,0.265,0.626,207360,0.493,0,0.0576,-11.66,0.027,154.851,0.845
0,0.327,0.593,235533,0.192,4.85E-06,0.345,-15.286,0.0295,83.526,0.28
0,0.0547,0.689,228453,0.585,0.00055,0.206,-5.194,0.0274,114.844,0.507
44,0.795,0.703,281308,0.234,2.72E-05,0.122,-13.833,0.0433,129.803,0.642
41,0.0723,0.572,197200,0.885,1.29E-06,0.0915,-2.919,0.0331,133.903,0.535
41,0.196,0.679,250800,0.523,9.89E-06,0.102,-7.436,0.0264,127.993,0.302
41,0.3,0.546,258093,0.466,0.0179,0.107,-8.065,0.0256,122.016,0.301
43,0.0406,0.721,254784,0.653,0,0.214,-6.414,0.0473,131.993,0.316
42,7.89E-05,0.469,173330,0.882,0.000586,0.174,-5.249,0.0358,144.932,0.842
46,0.575,0.747,214570,0.371,0.00159,0.0838,-10.943,0.0668,120.219,0.485
42,0.48,0.65,204533,0.791,0,0.16,-4.397,0.0331,93.992,0.896
43,0.00403,0.809,170360,0.627,2.91E-06,0.191,-5.417,0.0355,119.018,0.68
80,0.0103,0.542,216933,0.853,0,0.108,-6.407,0.0498,105.256,0.37
72,0.0212,0.7,297587,0.864,0,0.0956,-3.629,0.0283,102.997,0.887
71,0.82,0.701,146390,0.529,0.00113,0.249,-12.242,0.147,138.216,0.577
73,0.00832,0.64,268360,0.864,0,0.123,-6.576,0.0315,102.026,0.7
75,0.00895,0.316,235893,0.945,1.85E-06,0.396,-3.169,0.124,189.931,0.32
71,0.8,0.809,168418,0.483,0,0.221,-6.886,0.0487,96.974,0.715
74,0.711,0.611,240342,0.466,0.000264,0.0847,-11.361,0.372,192.08,0.223
74,5.96E-05,0.412,250547,0.882,0.00031,0.0805,-5.54,0.0369,158.066,0.356
70,0.000182,0.505,218920,0.825,0.000948,0.0855,-5.721,0.0401,119.987,0.541
71,0.619,0.389,217107,0.476,5.09E-05,0.255,-9.342,0.0316,148.117,0.566
74,0.000203,0.354,318587,0.825,6.95E-05,0.0758,-5.325,0.0406,105.495,0.16
75,0.00664,0.545,233933,0.865,1.12E-05,0.168,-5.708,0.0286,99.01,0.543
72,0.00817,0.737,231733,0.463,0.447,0.255,-7.828,0.0792,123.881,0.324
74,0.0714,0.763,229640,0.807,0.28,0.348,-3.714,0.035,103.038,0.559
71,0.202,0.611,347520,0.799,0.0277,0.123,-5.719,0.0641,101.038,0.51
60,0.0159,0.773,259742,0.86,0,0.236,-4.966,0.13,126.967,0.715
78,0.0046,0.496,185587,0.863,0,0.639,-4.153,0.0381,110.018,0.243
77,0.000278,0.419,210240,0.934,0.0015,0.132,-3.908,0.12,127.288,0.286
71,0.0431,0.64,178013,0.957,0,0.0789,-2.336,0.0741,134.992,0.692
74,0.42,0.466,307151,0.548,1.01E-06,0.113,-9.362,0.118,89.815,0.423
70,0.41,0.716,200747,0.35,0.00134,0.0927,-11.094,0.0537,129.842,0.178
72,0.0021,0.774,197987,0.75,1.85E-05,0.0808,-4.927,0.0413,118.015,0.925
74,0.178,0.389,193547,0.665,0.000732,0.116,-6.169,0.0644,117.055,0.199
68,0.00163,0.504,214520,0.891,0.00199,0.148,-5.632,0.137,153.988,0.628
72,0.669,0.704,301893,0.487,8.64E-05,0.111,-6.407,0.0604,121.726,0.313
74,0.00719,0.654,200307,0.81,0.00251,0.165,-6.26,0.0288,114.623,0.661
72,0.782,0.567,249191,0.388,0.000309,0.248,-9.579,0.0384,116.362,0.452
78,0.0021,0.592,329733,0.767,0.00165,0.127,-2.788,0.027,96.483,0.328
69,0.27,0.766,153857,0.402,0.0007,0.106,-11.155,0.107,125.107,0.466
75,0.000197,0.427,260276,0.944,0.0159,0.0625,-2.885,0.0565,101.078,0.248
65,0.0249,0.663,340920,0.694,0,0.0698,-8.627,0.172,167.964,0.524
67,0.0196,0.484,274160,0.841,1.71E-06,0.148,-5.438,0.0291,92.124,0.304
76,0.000481,0.589,199907,0.89,0.00082,0.201,-3.719,0.0603,90.598,0.692
73,0.874,0.776,210285,0.503,0,0.112,-5.732,0.237,110.134,0.473
72,0.000376,0.585,304880,0.887,0.0518,0.132,-5.086,0.0362,118.035,0.711
75,0.211,0.581,272507,0.817,1.42E-06,0.246,-6.542,0.0382,141.607,0.779
75,0.0266,0.466,313573,0.833,0,0.0327,-4.215,0.304,88.785,0.661
70,0.000172,0.492,285570,0.896,2.78E-06,0.189,-5.819,0.117,184.981,0.534
77,0.0179,0.618,269000,0.938,0,0.167,-3.442,0.0456,91.455,0.875
63,0.0217,0.748,233573,0.842,4.24E-06,0.357,-3.107,0.0265,119.023,0.945
70,0.837,0.618,202103,0.217,0.000163,0.538,-15.372,0.0515,116.013,0.0872
71,0.468,0.322,248467,0.28,1.10E-06,0.102,-9.367,0.0281,85.794,0.175
70,0.895,0.787,128888,0.312,0.0224,0.115,-12.401,0.0383,119.899,0.425
73,0.67,0.544,184516,0.552,4.57E-05,0.415,-7.45,0.0991,159.738,0.554
76,0.127,0.432,335067,0.895,1.16E-05,0.141,-3.682,0.0504,104.458,0.625
70,0.00756,0.448,254805,0.826,0,0.117,-3.244,0.0319,77.093,0.19
65,0.0459,0.616,252040,0.91,0,0.343,-3.004,0.0386,144.073,0.693
67,0.13,0.651,274093,0.716,0.0616,0.125,-6.516,0.0258,101.05,0.722
78,0.0102,0.515,238640,0.43,0.000141,0.129,-9.935,0.0369,91.841,0.104
70,0.738,0.599,246327,0.396,2.19E-05,0.102,-10.489,0.0392,111.072,0.134
70,0.315,0.741,276960,0.61,0,0.534,-7.34,0.0512,125.99,0.72
70,0.133,0.728,176702,0.607,0,0.0864,-8.417,0.132,129.938,0.445
66,0.000595,0.557,262440,0.886,9.84E-05,0.0904,-4.196,0.0498,114.025,0.17
68,0.00229,0.346,284427,0.765,7.54E-06,0.213,-8.558,0.0413,106.463,0.644
74,0.00511,0.546,177827,0.905,0,0.211,-3.103,0.0671,126.12,0.598
75,0.00135,0.446,223840,0.764,0,0.099,-5.042,0.033,172.094,0.543
69,0.0128,0.728,171467,0.727,0,0.0882,-3.585,0.206,143.144,0.89
73,0.579,0.489,213707,0.505,0.000333,0.104,-8.022,0.117,163.255,0.337
69,0.0562,0.645,232453,0.792,0.0121,0.119,-7.34,0.036,90.565,0.666
66,0.238,0.67,173493,0.558,0,0.106,-9.159,0.0251,80.511,0.63
73,0.000917,0.433,269373,0.959,0,0.028,-4.04,0.0431,172.984,0.365
72,0.195,0.799,186587,0.301,0,0.0816,-11.361,0.185,100.026,0.511
70,0.765,0.572,249668,0.209,0,0.356,-10.413,0.0313,80.069,0.446
71,0.00131,0.615,193893,0.949,3.04E-06,0.0585,-3.52,0.0549,131.985,0.586
78,0.163,0.671,268427,0.849,0,0.0937,-5.03,0.0284,125.613,0.829
66,0.000671,0.509,238400,0.843,0.000803,0.348,-3.318,0.0488,140.055,0.332
73,0.017,0.553,283000,0.865,1.05E-05,0.267,-4.751,0.0409,96.161,0.735
75,0.00125,0.315,289533,0.715,7.97E-06,0.0942,-8.072,0.0362,155.925,0.497
69,0.81,0.66,174490,0.447,2.15E-06,0.11,-9.026,0.0482,84.95,0.578
66,0.849,0.444,257380,0.287,2.82E-06,0.161,-10.631,0.0375,124.027,0.246
70,0.00717,0.624,258827,0.517,1.40E-05,0.0687,-7.122,0.0322,151.695,0.42
68,0.00791,0.533,186813,0.967,0,0.336,-2.543,0.0995,142.018,0.782
70,0.0007,0.472,252926,0.751,2.20E-05,0.0954,-5.253,0.0374,180.089,0.0736
69,0.00129,0.494,169027,0.946,0,0.398,-2.757,0.0637,103.408,0.741
71,0.0307,0.417,246773,0.58,1.45E-06,0.179,-4.574,0.207,68.58,0.139
68,0.0227,0.894,60000,0.61,0.00744,0.102,-5.691,0.0487,136.64,0.78
66,0.784,0.444,248808,0.0924,0,0.304,-15.605,0.0366,108.917,0.219
70,0.000996,0.695,279213,0.876,6.89E-06,0.106,-4.262,0.0553,89.954,0.941
73,0.000237,0.354,252613,0.982,0.000294,0.204,-3.026,0.168,143.772,0.194
68,0.00045,0.603,229933,0.886,0,0.26,-3.777,0.0837,126.025,0.395
71,0.0678,0.588,260173,0.521,0.149,0.123,-9.461,0.0329,85.012,0.337
68,0.0133,0.639,233173,0.71,0,0.118,-7.445,0.0275,119.989,0.378
69,0.00164,0.549,242280,0.93,6.67E-05,0.39,-3.468,0.0487,112.447,0.526
73,0.0779,0.595,215907,0.717,0.00274,0.108,-4.803,0.0295,88.969,0.547
74,0.000264,0.413,218933,0.873,0.0025,0.204,-4.151,0.0535,116.681,0.481
63,0.01,0.44,304000,0.929,0,0.142,-4.494,0.0525,157.49,0.495
71,0.184,0.494,281160,0.677,0.0258,0.0926,-10.233,0.0452,101.539,0.316
63,0.705,0.831,215787,0.794,3.40E-05,0.0978,-3.701,0.0752,118.075,0.735
72,0.00178,0.394,292581,0.944,4.54E-06,0.298,-6.506,0.0761,105.338,0.265
75,0.00316,0.458,255373,0.795,0.000202,0.0756,-3.265,0.0574,123.229,0.513
66,0.156,0.491,191507,0.942,0,0.367,-5.333,0.132,100.446,0.387
70,0.00666,0.494,175093,0.939,0,0.139,-3.127,0.126,177.751,0.893
71,0.000297,0.618,248336,0.824,6.87E-05,0.0649,-5.316,0.0301,121.238,0.598
69,0.15,0.942,172493,0.557,2.97E-05,0.103,-8.433,0.307,100.986,0.77
69,0.558,0.645,140760,0.418,0.0003,0.562,-10.065,0.29,96.963,0.123
70,0.0124,0.412,229467,0.919,0.0601,0.424,-7.291,0.184,166.367,0.572
74,0.0141,0.623,205613,0.93,1.64E-06,0.138,-5.285,0.0324,120.119,0.287
65,5.86E-05,0.391,200547,0.963,0.0689,0.14,-4.378,0.0773,167.065,0.364
64,0.449,0.603,173104,0.783,7.96E-06,0.119,-4.023,0.062,172.041,0.775
69,0.000332,0.305,206773,0.832,2.40E-05,0.091,-7.981,0.0398,100.677,0.585
69,0.000552,0.214,193613,0.947,0.00352,0.238,-5.053,0.0507,170.616,0.483
73,0.103,0.456,195493,0.432,0,0.176,-7.682,0.0266,139.909,0.391
69,5.59E-05,0.404,258467,0.72,0.836,0.0466,-9.18,0.0626,121.649,0.475
73,0.000194,0.656,192790,0.821,0.00232,0.101,-4.838,0.0325,117.948,0.791
69,0.000684,0.553,231400,0.853,0,0.126,-3.668,0.0339,122.023,0.506
67,0.000192,0.543,216733,0.952,7.80E-06,0.38,-3.65,0.0668,107.942,0.591
64,0.114,0.483,219467,0.818,0,0.367,-7.666,0.0444,175.668,0.691
69,0.373,0.722,314358,0.282,0.00557,0.147,-7.484,0.106,91.367,0.217
73,0.00752,0.284,340907,0.875,0.000461,0.402,-6.069,0.0422,75.009,0.595
65,0.502,0.687,177400,0.439,0.000367,0.109,-8.347,0.0426,91.972,0.352
67,0.0817,0.77,199587,0.697,0,0.0663,-2.644,0.0607,170.084,0.428
73,0.00076,0.451,302840,0.931,0.0049,0.361,-3.871,0.0719,122.961,0.172
66,0.0416,0.492,251840,0.81,0.00379,0.117,-5.315,0.0847,149.954,0.245
72,0.00797,0.614,293960,0.568,0,0.0997,-5.477,0.0276,107.849,0.516
72,0.0537,0.536,238560,0.55,0,0.134,-6.733,0.0248,144.018,0.234
66,0.105,0.305,251015,0.715,0.0495,0.0906,-7.54,0.0554,82.977,0.29
71,1.51E-05,0.689,233867,0.739,0.509,0.064,-5.81,0.026,120.423,0.578
66,0.000715,0.561,191707,0.741,1.40E-05,0.0822,-4.239,0.0419,139.001,0.776
68,0.134,0.702,210590,0.614,0.00391,0.173,-4.385,0.0786,155.173,0.047
69,0.245,0.42,295600,0.33,0.000679,0.0677,-13.925,0.0275,157.143,0.175
61,0.95,0.399,268813,0.247,0.000428,0.105,-11.473,0.0632,84.093,0.493
69,0.0136,0.599,189120,0.749,0.000118,0.0711,-3.275,0.0279,82.011,0.488
63,0.663,0.414,129698,0.473,0.0523,0.128,-8.911,0.116,100,0.409
68,0.123,0.784,159382,0.43,0,0.0887,-8.756,0.0364,127.087,0.236
65,0.00203,0.68,257053,0.65,0,0.0622,-6.336,0.0378,123.238,0.486
65,0.294,0.54,306040,0.423,0.0884,0.152,-8.799,0.0283,150.135,0.353
71,0.257,0.871,198440,0.701,7.52E-06,0.0589,-5.594,0.0458,126.975,0.716
64,0.00662,0.483,271000,0.926,0,0.29,-5.122,0.0669,150.016,0.53
68,0.0328,0.476,261853,0.769,0,0.197,-5.344,0.0332,129.051,0.287
71,0.0144,0.526,195200,0.862,0.0597,0.229,-6.003,0.0905,90.052,0.528
70,0.00434,0.647,209267,0.964,0.0036,0.15,-4.225,0.06,126.942,0.875
66,0.00935,0.58,216760,0.748,0,0.753,-5.433,0.0323,109.781,0.584
62,0.0701,0.531,230800,0.821,0.171,0.124,-6.812,0.0439,129.139,0.34
65,0.0307,0.269,374333,0.551,0.000619,0.118,-8.456,0.0274,144.408,0.202
71,1.83E-05,0.465,235293,0.919,2.07E-05,0.262,-4.025,0.0408,135.997,0.537
67,0.107,0.454,236160,0.791,2.10E-06,0.108,-6.013,0.335,127.638,0.791
71,0.0177,0.291,278600,0.974,5.44E-06,0.886,-2.997,0.171,134.724,0.348
63,0.0656,0.734,166991,0.574,0,0.443,-5.916,0.261,134.866,0.366
68,0.00289,0.593,230960,0.697,0.0257,0.14,-5.416,0.0399,170,0.428
68,0.000318,0.554,374453,0.949,9.98E-05,0.2,-4.928,0.0787,129.984,0.233
63,0.0371,0.437,266493,0.337,0.000946,0.0981,-11.439,0.0326,114.239,0.0784
65,0.618,0.716,158726,0.515,0.257,0.136,-9.651,0.0305,99.284,0.383
70,0.00461,0.498,231480,0.83,0,0.139,-5.157,0.0421,89.342,0.453
70,0.231,0.763,222387,0.537,0,0.109,-7.018,0.246,73.51,0.426
63,0.000613,0.543,206895,0.965,9.97E-06,0.0883,-4.038,0.0963,155.019,0.715
64,0.172,0.692,298960,0.496,6.42E-06,0.107,-7.332,0.0241,97.945,0.376
65,0.119,0.659,211080,0.727,0.00427,0.1,-8.638,0.0455,166.163,0.748
67,0.301,0.702,207455,0.659,0.00201,0.218,-6.766,0.13,79.64,0.843
65,0.894,0.574,98027,0.123,0.00111,0.118,-13.959,0.196,115.431,0.117
69,0.209,0.667,207851,0.798,0.015,0.0972,-5.935,0.0675,114.981,0.485
69,0.00106,0.701,312587,0.564,0.00277,0.0657,-9.039,0.0294,107.533,0.723
60,0.00184,0.351,217267,0.899,0.000116,0.284,-4.119,0.0432,145.015,0.508
64,0.000821,0.512,222827,0.865,0,0.0982,-4.146,0.0338,138.017,0.529
64,0.601,0.33,245333,0.603,0.00063,0.307,-7.571,0.36,168.456,0.812
68,0.00483,0.395,212067,0.843,0,0.0404,-4.476,0.0374,112.423,0.481
70,0.0014,0.492,157333,0.969,1.32E-06,0.0787,-4.419,0.0491,95.136,0.538
64,0.446,0.363,174105,0.579,0.0127,0.264,-10.533,0.0986,78.032,0.719
71,0.00662,0.556,255467,0.981,0,0.218,-2.688,0.128,101.423,0.716
68,8.51E-05,0.404,245227,0.969,0.0114,0.268,-2.938,0.195,173.878,0.29
68,0.00336,0.553,159227,0.913,0.000375,0.103,-4.563,0.0396,121.159,0.829
65,0.416,0.464,176804,0.378,0.0917,0.0966,-11.354,0.143,164.486,0.037
64,0.385,0.649,142500,0.535,0.000422,0.12,-12.017,0.224,84.466,0.843
68,0.695,0.543,314075,0.394,0.000239,0.108,-9.637,0.0864,137.811,0.118
67,0.0481,0.856,174720,0.485,0,0.108,-5.519,0.0597,136.005,0.0929
67,0.0343,0.534,249520,0.721,6.24E-06,0.115,-7.307,0.0417,128.978,0.225
71,0.000769,0.366,255627,0.94,9.42E-05,0.188,-5.119,0.0696,130.198,0.369
75,0.0335,0.356,357267,0.917,0,0.406,-6.006,0.0479,171.176,0.518
65,0.274,0.654,202597,0.47,0.249,0.103,-10.383,0.0586,77.083,0.462
71,0.443,0.774,191935,0.45,3.28E-05,0.127,-6.86,0.0896,90.055,0.648
67,0.403,0.754,193600,0.37,6.22E-05,0.107,-9.854,0.12,114.941,0.228
63,0.000983,0.531,216067,0.855,0,0.0716,-4.95,0.0352,124.578,0.424
70,0.000618,0.574,178267,0.911,0,0.0769,-5.176,0.0715,98.075,0.573
70,0.114,0.529,166373,0.967,0,0.61,-3.647,0.0508,140.127,0.596
67,0.000213,0.309,206587,0.875,0.00168,0.113,-4.49,0.0488,143.526,0.725
68,0.00591,0.398,342821,0.939,0.000881,0.357,-2.865,0.0648,92.027,0.235
64,0.00107,0.46,222067,0.796,0,0.106,-4.501,0.0333,100.011,0.182
64,6.06E-05,0.451,194227,0.815,0,0.27,-5.55,0.0368,147.974,0.618
69,0.013,0.649,208467,0.888,2.23E-06,0.0888,-4.807,0.0293,100.975,0.553
65,0.0129,0.599,272973,0.543,0.00193,0.291,-9.226,0.0302,91.105,0.624
63,0.163,0.66,153169,0.596,0.86,0.109,-8.207,0.0358,77.026,0.0757
71,0.000423,0.278,237027,0.676,0.000899,0.136,-8.821,0.0371,104.545,0.494
70,0.0404,0.285,318227,0.846,0,0.182,-6.472,0.0438,108.808,0.287
67,0.0726,0.764,302347,0.509,0.000603,0.162,-9.208,0.104,93.505,0.383
65,0.017,0.814,212813,0.675,0,0.182,-4.594,0.0931,119.867,0.407
63,0.0199,0.474,199013,0.923,0,0.0673,-3.405,0.0897,160.035,0.347
66,0.00457,0.496,260507,0.765,0,0.104,-5.66,0.033,74.072,0.337
62,0.000419,0.501,275213,0.779,5.15E-05,0.139,-6.483,0.0421,106.024,0.231
62,0.00189,0.509,264707,0.774,0.000549,0.143,-4.054,0.0338,116.529,0.0824
69,0.000218,0.58,263440,0.604,0.000579,0.477,-5.703,0.047,167.784,0.645
63,0.0022,0.446,250093,0.657,0,0.189,-4.494,0.0262,152.132,0.215
65,0.0223,0.624,193373,0.899,0.000155,0.0975,-5.71,0.0295,104.055,0.797
64,4.78E-05,0.213,246040,0.93,0,0.126,-4.478,0.0671,169.221,0.386
66,0.0029,0.609,252400,0.935,0.000359,0.188,-2.941,0.0479,95.957,0.498
66,0.0104,0.185,207587,0.948,0,0.105,-3.892,0.147,196.578,0.316
70,0.000918,0.364,235053,0.922,0.035,0.0696,-4.217,0.0566,79.342,0.227
68,0.000336,0.433,277840,0.854,0.000177,0.162,-3.868,0.0483,89.4,0.368
66,0.0341,0.66,235000,0.627,9.64E-05,0.385,-10.397,0.124,85.44,0.789
70,0.0466,0.58,208960,0.702,3.20E-06,0.536,-5.565,0.0337,105.076,0.299
66,0.0932,0.693,196093,0.823,0,0.328,-3.761,0.0726,87.904,0.741
69,0.00347,0.656,201960,0.932,0.00147,0.144,-3.405,0.0708,130.936,0.544
62,0.277,0.398,325600,0.432,8.54E-06,0.158,-9.285,0.0415,93.705,0.457
69,0.00162,0.543,256733,0.912,2.10E-06,0.0565,-10.71,0.0601,103.731,0.836
62,0.00254,0.452,274615,0.882,2.17E-05,0.0836,-4.406,0.0362,156.277,0.398
69,0.0226,0.76,245000,0.891,0.0868,0.298,-5.852,0.0372,120.265,0.966
67,0.00146,0.469,192107,0.845,3.16E-05,0.148,-3.936,0.0499,77.99,0.564
67,0.704,0.605,250001,0.335,0.00756,0.127,-10.49,0.309,141.839,0.455
63,0.00114,0.579,223747,0.812,0.00333,0.115,-6.509,0.0693,152.002,0.278
65,0.00468,0.499,134200,0.873,0,0.165,-3.902,0.0386,142.726,0.864
65,0.0425,0.434,209493,0.939,0,0.491,-2.983,0.0593,159.932,0.569
65,0.028,0.705,191800,0.735,0.0783,0.112,-6.646,0.0931,132.627,0.448
70,0.000683,0.499,340132,0.97,0.136,0.0871,-2.838,0.116,106.558,0.0506
63,0.00298,0.504,205627,0.957,0,0.187,-2.657,0.0529,135.013,0.676
66,1.90E-05,0.274,246920,0.906,0.257,0.273,-5.587,0.0404,185.959,0.783
64,4.93E-05,0.328,233987,0.939,0.0065,0.337,-1.654,0.0423,185.971,0.329
61,5.91E-06,0.382,298253,0.867,0.581,0.196,-7.426,0.0399,87.309,0.453
62,0.0127,0.826,154682,0.486,1.96E-05,0.259,-8.237,0.232,129.979,0.105
65,5.15E-05,0.459,316733,0.83,0.00014,0.206,-6.254,0.0364,155.826,0.431
65,0.00039,0.354,207987,0.942,6.36E-06,0.431,-3.245,0.237,119.992,0.242
66,0.237,0.524,254493,0.417,1.19E-06,0.139,-9.283,0.0578,93.59,0.109
